flightNo,departureDate,arrivalDate,totalNumSeats,numSeatsSold
VL227,2020-04-14,2020-04-14,939,315
VL227,2020-04-21,2020-04-21,939,133
VL227,2020-04-28,2020-04-28,939,602
VL227,2020-05-05,2020-05-05,939,731
VL227,2020-05-12,2020-05-12,939,819
VL227,2020-05-19,2020-05-19,939,84
VL227,2020-05-26,2020-05-26,939,134
VL227,2020-06-02,2020-06-02,939,227
VL227,2020-06-09,2020-06-09,939,626
VL227,2020-06-16,2020-06-16,939,183
VL227,2020-06-23,2020-06-23,939,538
VL227,2020-06-30,2020-06-30,939,611
VL227,2020-07-07,2020-07-07,939,245
VL227,2020-07-14,2020-07-14,939,745
VL227,2020-07-21,2020-07-21,939,678
VL227,2020-07-28,2020-07-28,939,596
VL227,2020-08-04,2020-08-04,939,78
VL227,2020-08-11,2020-08-11,939,97
VL227,2020-08-18,2020-08-18,939,592
VL227,2020-08-25,2020-08-25,939,63
VL227,2020-09-01,2020-09-01,939,842
VL227,2020-09-08,2020-09-08,939,577
VL227,2020-09-15,2020-09-15,939,536
VL227,2020-09-22,2020-09-22,939,242
VL227,2020-09-29,2020-09-29,939,267
VL227,2020-10-06,2020-10-06,939,468
VL227,2020-10-13,2020-10-13,939,29
VL227,2020-10-20,2020-10-20,939,278
VL227,2020-10-27,2020-10-27,939,379
VL227,2020-11-03,2020-11-03,939,484
VL227,2020-11-10,2020-11-10,939,938
VL227,2020-11-17,2020-11-17,939,757
VL227,2020-11-24,2020-11-24,939,705
6Y228,2020-01-01,2020-01-01,311,63
6Y228,2020-01-08,2020-01-08,311,65
6Y228,2020-01-15,2020-01-15,311,153
6Y228,2020-01-22,2020-01-22,311,272
6Y228,2020-01-29,2020-01-29,311,226
6Y228,2020-02-05,2020-02-05,311,298
6Y228,2020-02-12,2020-02-12,311,42
6Y228,2020-02-19,2020-02-19,311,183
6Y228,2020-02-26,2020-02-26,311,203
6Y228,2020-03-04,2020-03-04,311,23
6Y228,2020-03-11,2020-03-11,311,156
6Y228,2020-03-18,2020-03-18,311,72
6Y228,2020-03-25,2020-03-25,311,45
6Y228,2020-04-01,2020-04-01,311,181
6Y228,2020-04-08,2020-04-08,311,199
6Y228,2020-04-15,2020-04-15,311,127
6Y228,2020-04-22,2020-04-22,311,158
6Y228,2020-04-29,2020-04-29,311,89
6Y228,2020-05-06,2020-05-06,311,125
6Y228,2020-05-13,2020-05-13,311,119
6Y228,2020-05-20,2020-05-20,311,259
6Y228,2020-05-27,2020-05-27,311,60
6Y228,2020-06-03,2020-06-03,311,54
6Y228,2020-06-10,2020-06-10,311,81
6Y228,2020-06-17,2020-06-17,311,274
6Y228,2020-06-24,2020-06-24,311,18
6Y228,2020-07-01,2020-07-01,311,219
6Y228,2020-07-08,2020-07-08,311,233
6Y228,2020-07-15,2020-07-15,311,89
6Y228,2020-07-22,2020-07-22,311,311
6Y228,2020-07-29,2020-07-29,311,191
6Y228,2020-08-05,2020-08-05,311,131
6Y228,2020-08-12,2020-08-12,311,74
6Y228,2020-08-19,2020-08-19,311,120
6Y228,2020-08-26,2020-08-26,311,290
6Y228,2020-09-02,2020-09-02,311,285
6Y228,2020-09-09,2020-09-09,311,120
6Y228,2020-09-16,2020-09-16,311,123
6Y228,2020-09-23,2020-09-23,311,221
6Y228,2020-09-30,2020-09-30,311,289
6Y228,2020-10-07,2020-10-07,311,149
6Y228,2020-10-14,2020-10-14,311,110
6Y228,2020-10-21,2020-10-21,311,206
6Y228,2020-10-28,2020-10-28,311,260
6Y228,2020-11-04,2020-11-04,311,106
6Y228,2020-11-11,2020-11-11,311,61
6Y228,2020-11-18,2020-11-18,311,40
S4229,2020-01-02,2020-01-02,200,51
S4229,2020-01-09,2020-01-09,200,130
S4229,2020-01-16,2020-01-16,200,185
S4229,2020-01-23,2020-01-23,200,179
S4229,2020-01-30,2020-01-30,200,82
S4229,2020-02-06,2020-02-06,200,5
S4229,2020-02-13,2020-02-13,200,145
S4229,2020-02-20,2020-02-20,200,25
S4229,2020-02-27,2020-02-27,200,81
S4229,2020-03-05,2020-03-05,200,99
S4229,2020-03-12,2020-03-12,200,10
S4229,2020-03-19,2020-03-19,200,121
S4229,2020-03-26,2020-03-26,200,105
S4229,2020-04-02,2020-04-02,200,98
S4229,2020-04-09,2020-04-09,200,149
S4229,2020-04-16,2020-04-16,200,162
S4229,2020-04-23,2020-04-23,200,0
S4229,2020-04-30,2020-04-30,200,103
S4229,2020-05-07,2020-05-07,200,0
S4229,2020-05-14,2020-05-14,200,94
S4229,2020-05-21,2020-05-21,200,157
S4229,2020-05-28,2020-05-28,200,6
S4229,2020-06-04,2020-06-04,200,182
S4229,2020-06-11,2020-06-11,200,170
S4229,2020-06-18,2020-06-18,200,155
S4229,2020-06-25,2020-06-25,200,134
S4229,2020-07-02,2020-07-02,200,87
S4229,2020-07-09,2020-07-09,200,83
S4229,2020-07-16,2020-07-16,200,101
S4229,2020-07-23,2020-07-23,200,39
S4229,2020-07-30,2020-07-30,200,8
S4229,2020-08-06,2020-08-06,200,162
S4229,2020-08-13,2020-08-13,200,80
S4229,2020-08-20,2020-08-20,200,170
S4229,2020-08-27,2020-08-27,200,29
S4229,2020-09-03,2020-09-03,200,101
S4229,2020-09-10,2020-09-10,200,70
S4229,2020-09-17,2020-09-17,200,42
S4229,2020-09-24,2020-09-24,200,174
S4229,2020-10-01,2020-10-01,200,57
S4229,2020-10-08,2020-10-08,200,183
S4229,2020-10-15,2020-10-15,200,7
S4229,2020-10-22,2020-10-22,200,176
S4229,2020-10-29,2020-10-29,200,63
S4229,2020-11-05,2020-11-05,200,1
S4229,2020-11-12,2020-11-12,200,200
S4229,2020-11-19,2020-11-19,200,98
WN230,2020-01-05,2020-01-05,333,322
WN230,2020-01-12,2020-01-12,333,72
WN230,2020-01-19,2020-01-19,333,36
WN230,2020-01-26,2020-01-26,333,193
WN230,2020-02-02,2020-02-02,333,182
WN230,2020-02-09,2020-02-09,333,267
WN230,2020-02-16,2020-02-16,333,146
WN230,2020-02-23,2020-02-23,333,148
WN230,2020-03-01,2020-03-01,333,66
WN230,2020-03-08,2020-03-08,333,47
WN230,2020-03-15,2020-03-15,333,57
WN230,2020-03-22,2020-03-22,333,180
WN230,2020-03-29,2020-03-29,333,186
WN230,2020-04-05,2020-04-05,333,229
WN230,2020-04-12,2020-04-12,333,53
WN230,2020-04-19,2020-04-19,333,202
WN230,2020-04-26,2020-04-26,333,15
WN230,2020-05-03,2020-05-03,333,84
WN230,2020-05-10,2020-05-10,333,298
WN230,2020-05-17,2020-05-17,333,118
WN230,2020-05-24,2020-05-24,333,28
WN230,2020-05-31,2020-05-31,333,309
WN230,2020-06-07,2020-06-07,333,123
WN230,2020-06-14,2020-06-14,333,329
WN230,2020-06-21,2020-06-21,333,40
WN230,2020-06-28,2020-06-28,333,143
WN230,2020-07-05,2020-07-05,333,307
WN230,2020-07-12,2020-07-12,333,64
WN230,2020-07-19,2020-07-19,333,31
WN230,2020-07-26,2020-07-26,333,37
WN230,2020-08-02,2020-08-02,333,164
WN230,2020-08-09,2020-08-09,333,327
WN230,2020-08-16,2020-08-16,333,111
WN230,2020-08-23,2020-08-23,333,184
WN230,2020-08-30,2020-08-30,333,116
WN230,2020-09-06,2020-09-06,333,278
WN230,2020-09-13,2020-09-13,333,190
WN230,2020-09-20,2020-09-20,333,297
WN230,2020-09-27,2020-09-27,333,222
WN230,2020-10-04,2020-10-04,333,126
WN230,2020-10-11,2020-10-11,333,75
WN230,2020-10-18,2020-10-18,333,56
WN230,2020-10-25,2020-10-25,333,278
WN230,2020-11-01,2020-11-01,333,319
WN230,2020-11-08,2020-11-08,333,24
WN230,2020-11-15,2020-11-15,333,263
WN230,2020-11-22,2020-11-22,333,64
GT231,2020-01-04,2020-01-04,376,9
GT231,2020-01-11,2020-01-11,376,167
GT231,2020-01-18,2020-01-18,376,228
GT231,2020-01-25,2020-01-25,376,334
GT231,2020-02-01,2020-02-01,376,41
GT231,2020-02-08,2020-02-08,376,284
GT231,2020-02-15,2020-02-15,376,205
GT231,2020-02-22,2020-02-22,376,15
GT231,2020-02-29,2020-02-29,376,24
GT231,2020-03-07,2020-03-07,376,277
GT231,2020-03-14,2020-03-14,376,55
GT231,2020-03-21,2020-03-21,376,365
GT231,2020-03-28,2020-03-28,376,113
GT231,2020-04-04,2020-04-04,376,89
GT231,2020-04-11,2020-04-11,376,200
GT231,2020-04-18,2020-04-18,376,312
GT231,2020-04-25,2020-04-25,376,242
GT231,2020-05-02,2020-05-02,376,149
GT231,2020-05-09,2020-05-09,376,149
GT231,2020-05-16,2020-05-16,376,81
GT231,2020-05-23,2020-05-23,376,328
GT231,2020-05-30,2020-05-30,376,59
GT231,2020-06-06,2020-06-06,376,367
GT231,2020-06-13,2020-06-13,376,111
GT231,2020-06-20,2020-06-20,376,126
GT231,2020-06-27,2020-06-27,376,8
GT231,2020-07-04,2020-07-04,376,5
GT231,2020-07-11,2020-07-11,376,150
GT231,2020-07-18,2020-07-18,376,207
GT231,2020-07-25,2020-07-25,376,224
GT231,2020-08-01,2020-08-01,376,93
GT231,2020-08-08,2020-08-08,376,360
GT231,2020-08-15,2020-08-15,376,47
GT231,2020-08-22,2020-08-22,376,112
GT231,2020-08-29,2020-08-29,376,49
GT231,2020-09-05,2020-09-05,376,171
GT231,2020-09-12,2020-09-12,376,217
GT231,2020-09-19,2020-09-19,376,282
GT231,2020-09-26,2020-09-26,376,68
GT231,2020-10-03,2020-10-03,376,82
GT231,2020-10-10,2020-10-10,376,330
GT231,2020-10-17,2020-10-17,376,202
GT231,2020-10-24,2020-10-24,376,52
GT231,2020-10-31,2020-10-31,376,246
GT231,2020-11-07,2020-11-07,376,78
GT231,2020-11-14,2020-11-14,376,178
GT231,2020-11-21,2020-11-21,376,193
TJ232,2020-01-01,2020-01-01,801,623
TJ232,2020-01-08,2020-01-08,801,208
TJ232,2020-01-15,2020-01-15,801,315
TJ232,2020-01-22,2020-01-22,801,485
TJ232,2020-01-29,2020-01-29,801,502
TJ232,2020-02-05,2020-02-05,801,764
TJ232,2020-02-12,2020-02-12,801,90
TJ232,2020-02-19,2020-02-19,801,458
TJ232,2020-02-26,2020-02-26,801,691
TJ232,2020-03-04,2020-03-04,801,537
TJ232,2020-03-11,2020-03-11,801,135
TJ232,2020-03-18,2020-03-18,801,319
TJ232,2020-03-25,2020-03-25,801,340
TJ232,2020-04-01,2020-04-01,801,76
TJ232,2020-04-08,2020-04-08,801,315
TJ232,2020-04-15,2020-04-15,801,349
TJ232,2020-04-22,2020-04-22,801,352
TJ232,2020-04-29,2020-04-29,801,159
TJ232,2020-05-06,2020-05-06,801,387
TJ232,2020-05-13,2020-05-13,801,604
TJ232,2020-05-20,2020-05-20,801,87
TJ232,2020-05-27,2020-05-27,801,176
TJ232,2020-06-03,2020-06-03,801,589
TJ232,2020-06-10,2020-06-10,801,372
TJ232,2020-06-17,2020-06-17,801,238
TJ232,2020-06-24,2020-06-24,801,621
TJ232,2020-07-01,2020-07-01,801,439
TJ232,2020-07-08,2020-07-08,801,714
TJ232,2020-07-15,2020-07-15,801,243
TJ232,2020-07-22,2020-07-22,801,153
TJ232,2020-07-29,2020-07-29,801,557
TJ232,2020-08-05,2020-08-05,801,429
TJ232,2020-08-12,2020-08-12,801,798
TJ232,2020-08-19,2020-08-19,801,267
TJ232,2020-08-26,2020-08-26,801,557
TJ232,2020-09-02,2020-09-02,801,222
TJ232,2020-09-09,2020-09-09,801,531
TJ232,2020-09-16,2020-09-16,801,352
TJ232,2020-09-23,2020-09-23,801,149
TJ232,2020-09-30,2020-09-30,801,523
TJ232,2020-10-07,2020-10-07,801,440
TJ232,2020-10-14,2020-10-14,801,273
TJ232,2020-10-21,2020-10-21,801,563
TJ232,2020-10-28,2020-10-28,801,65
TJ232,2020-11-04,2020-11-04,801,691
TJ232,2020-11-11,2020-11-11,801,354
TJ232,2020-11-18,2020-11-18,801,449
MF233,2020-01-03,2020-01-03,969,966
MF233,2020-01-10,2020-01-10,969,630
MF233,2020-01-17,2020-01-17,969,266
MF233,2020-01-24,2020-01-24,969,350
MF233,2020-01-31,2020-01-31,969,126
MF233,2020-02-07,2020-02-07,969,574
MF233,2020-02-14,2020-02-14,969,963
MF233,2020-02-21,2020-02-21,969,952
MF233,2020-02-28,2020-02-28,969,533
MF233,2020-03-06,2020-03-06,969,864
MF233,2020-03-13,2020-03-13,969,761
MF233,2020-03-20,2020-03-20,969,135
MF233,2020-03-27,2020-03-27,969,827
MF233,2020-04-03,2020-04-03,969,220
MF233,2020-04-10,2020-04-10,969,667
MF233,2020-04-17,2020-04-17,969,65
MF233,2020-04-24,2020-04-24,969,684
MF233,2020-05-01,2020-05-01,969,637
MF233,2020-05-08,2020-05-08,969,565
MF233,2020-05-15,2020-05-15,969,540
MF233,2020-05-22,2020-05-22,969,549
MF233,2020-05-29,2020-05-29,969,239
MF233,2020-06-05,2020-06-05,969,253
MF233,2020-06-12,2020-06-12,969,3
MF233,2020-06-19,2020-06-19,969,789
MF233,2020-06-26,2020-06-26,969,908
MF233,2020-07-03,2020-07-03,969,897
MF233,2020-07-10,2020-07-10,969,896
MF233,2020-07-17,2020-07-17,969,828
MF233,2020-07-24,2020-07-24,969,525
MF233,2020-07-31,2020-07-31,969,183
MF233,2020-08-07,2020-08-07,969,288
MF233,2020-08-14,2020-08-14,969,264
MF233,2020-08-21,2020-08-21,969,583
MF233,2020-08-28,2020-08-28,969,762
MF233,2020-09-04,2020-09-04,969,184
MF233,2020-09-11,2020-09-11,969,164
MF233,2020-09-18,2020-09-18,969,803
MF233,2020-09-25,2020-09-25,969,229
MF233,2020-10-02,2020-10-02,969,176
MF233,2020-10-09,2020-10-09,969,656
MF233,2020-10-16,2020-10-16,969,265
MF233,2020-10-23,2020-10-23,969,738
MF233,2020-10-30,2020-10-30,969,78
MF233,2020-11-06,2020-11-06,969,430
MF233,2020-11-13,2020-11-13,969,511
MF233,2020-11-20,2020-11-20,969,513
YO234,2020-01-04,2020-01-04,660,644
YO234,2020-01-11,2020-01-11,660,275
YO234,2020-01-18,2020-01-18,660,209
YO234,2020-01-25,2020-01-25,660,430
YO234,2020-02-01,2020-02-01,660,459
YO234,2020-02-08,2020-02-08,660,141
YO234,2020-02-15,2020-02-15,660,37
YO234,2020-02-22,2020-02-22,660,408
YO234,2020-02-29,2020-02-29,660,235
YO234,2020-03-07,2020-03-07,660,472
YO234,2020-03-14,2020-03-14,660,598
YO234,2020-03-21,2020-03-21,660,344
YO234,2020-03-28,2020-03-28,660,333
YO234,2020-04-04,2020-04-04,660,645
YO234,2020-04-11,2020-04-11,660,373
YO234,2020-04-18,2020-04-18,660,250
YO234,2020-04-25,2020-04-25,660,451
YO234,2020-05-02,2020-05-02,660,58
YO234,2020-05-09,2020-05-09,660,544
YO234,2020-05-16,2020-05-16,660,330
YO234,2020-05-23,2020-05-23,660,318
YO234,2020-05-30,2020-05-30,660,573
YO234,2020-06-06,2020-06-06,660,593
YO234,2020-06-13,2020-06-13,660,188
YO234,2020-06-20,2020-06-20,660,264
YO234,2020-06-27,2020-06-27,660,611
YO234,2020-07-04,2020-07-04,660,240
YO234,2020-07-11,2020-07-11,660,509
YO234,2020-07-18,2020-07-18,660,281
YO234,2020-07-25,2020-07-25,660,82
YO234,2020-08-01,2020-08-01,660,280
YO234,2020-08-08,2020-08-08,660,304
YO234,2020-08-15,2020-08-15,660,369
YO234,2020-08-22,2020-08-22,660,311
YO234,2020-08-29,2020-08-29,660,573
YO234,2020-09-05,2020-09-05,660,544
YO234,2020-09-12,2020-09-12,660,271
YO234,2020-09-19,2020-09-19,660,501
YO234,2020-09-26,2020-09-26,660,378
YO234,2020-10-03,2020-10-03,660,505
YO234,2020-10-10,2020-10-10,660,264
YO234,2020-10-17,2020-10-17,660,659
YO234,2020-10-24,2020-10-24,660,100
YO234,2020-10-31,2020-10-31,660,493
YO234,2020-11-07,2020-11-07,660,428
YO234,2020-11-14,2020-11-14,660,169
YO234,2020-11-21,2020-11-21,660,422
QS235,2020-01-04,2020-01-04,776,161
QS235,2020-01-11,2020-01-11,776,144
QS235,2020-01-18,2020-01-18,776,80
QS235,2020-01-25,2020-01-25,776,95
QS235,2020-02-01,2020-02-01,776,344
QS235,2020-02-08,2020-02-08,776,760
QS235,2020-02-15,2020-02-15,776,318
QS235,2020-02-22,2020-02-22,776,7
QS235,2020-02-29,2020-02-29,776,745
QS235,2020-03-07,2020-03-07,776,48
QS235,2020-03-14,2020-03-14,776,153
QS235,2020-03-21,2020-03-21,776,653
QS235,2020-03-28,2020-03-28,776,379
QS235,2020-04-04,2020-04-04,776,693
QS235,2020-04-11,2020-04-11,776,230
QS235,2020-04-18,2020-04-18,776,308
QS235,2020-04-25,2020-04-25,776,482
QS235,2020-05-02,2020-05-02,776,0
QS235,2020-05-09,2020-05-09,776,116
QS235,2020-05-16,2020-05-16,776,274
QS235,2020-05-23,2020-05-23,776,7
QS235,2020-05-30,2020-05-30,776,632
QS235,2020-06-06,2020-06-06,776,412
QS235,2020-06-13,2020-06-13,776,69
QS235,2020-06-20,2020-06-20,776,563
QS235,2020-06-27,2020-06-27,776,519
QS235,2020-07-04,2020-07-04,776,521
QS235,2020-07-11,2020-07-11,776,743
QS235,2020-07-18,2020-07-18,776,276
QS235,2020-07-25,2020-07-25,776,140
QS235,2020-08-01,2020-08-01,776,480
QS235,2020-08-08,2020-08-08,776,14
QS235,2020-08-15,2020-08-15,776,362
QS235,2020-08-22,2020-08-22,776,326
QS235,2020-08-29,2020-08-29,776,149
QS235,2020-09-05,2020-09-05,776,261
QS235,2020-09-12,2020-09-12,776,273
QS235,2020-09-19,2020-09-19,776,112
QS235,2020-09-26,2020-09-26,776,492
QS235,2020-10-03,2020-10-03,776,428
QS235,2020-10-10,2020-10-10,776,729
QS235,2020-10-17,2020-10-17,776,276
QS235,2020-10-24,2020-10-24,776,536
QS235,2020-10-31,2020-10-31,776,562
QS235,2020-11-07,2020-11-07,776,555
QS235,2020-11-14,2020-11-14,776,255
QS235,2020-11-21,2020-11-21,776,561
E2236,2020-01-01,2020-01-01,965,302
E2236,2020-01-08,2020-01-08,965,924
E2236,2020-01-15,2020-01-15,965,598
E2236,2020-01-22,2020-01-22,965,950
E2236,2020-01-29,2020-01-29,965,554
E2236,2020-02-05,2020-02-05,965,21
E2236,2020-02-12,2020-02-12,965,141
E2236,2020-02-19,2020-02-19,965,40
E2236,2020-02-26,2020-02-26,965,960
E2236,2020-03-04,2020-03-04,965,923
E2236,2020-03-11,2020-03-11,965,275
E2236,2020-03-18,2020-03-18,965,215
E2236,2020-03-25,2020-03-25,965,914
E2236,2020-04-01,2020-04-01,965,764
E2236,2020-04-08,2020-04-08,965,639
E2236,2020-04-15,2020-04-15,965,553
E2236,2020-04-22,2020-04-22,965,872
E2236,2020-04-29,2020-04-29,965,228
E2236,2020-05-06,2020-05-06,965,712
E2236,2020-05-13,2020-05-13,965,252
E2236,2020-05-20,2020-05-20,965,142
E2236,2020-05-27,2020-05-27,965,666
E2236,2020-06-03,2020-06-03,965,535
E2236,2020-06-10,2020-06-10,965,949
E2236,2020-06-17,2020-06-17,965,563
E2236,2020-06-24,2020-06-24,965,533
E2236,2020-07-01,2020-07-01,965,578
E2236,2020-07-08,2020-07-08,965,887
E2236,2020-07-15,2020-07-15,965,826
E2236,2020-07-22,2020-07-22,965,788
E2236,2020-07-29,2020-07-29,965,192
E2236,2020-08-05,2020-08-05,965,854
E2236,2020-08-12,2020-08-12,965,897
E2236,2020-08-19,2020-08-19,965,172
E2236,2020-08-26,2020-08-26,965,285
E2236,2020-09-02,2020-09-02,965,944
E2236,2020-09-09,2020-09-09,965,740
E2236,2020-09-16,2020-09-16,965,322
E2236,2020-09-23,2020-09-23,965,898
E2236,2020-09-30,2020-09-30,965,330
E2236,2020-10-07,2020-10-07,965,95
E2236,2020-10-14,2020-10-14,965,853
E2236,2020-10-21,2020-10-21,965,70
E2236,2020-10-28,2020-10-28,965,652
E2236,2020-11-04,2020-11-04,965,613
E2236,2020-11-11,2020-11-11,965,948
E2236,2020-11-18,2020-11-18,965,915
ZI237,2020-01-07,2020-01-07,608,28
ZI237,2020-01-14,2020-01-14,608,446
ZI237,2020-01-21,2020-01-21,608,384
ZI237,2020-01-28,2020-01-28,608,419
ZI237,2020-02-04,2020-02-04,608,242
ZI237,2020-02-11,2020-02-11,608,96
ZI237,2020-02-18,2020-02-18,608,566
ZI237,2020-02-25,2020-02-25,608,269
ZI237,2020-03-03,2020-03-03,608,571
ZI237,2020-03-10,2020-03-10,608,143
ZI237,2020-03-17,2020-03-17,608,396
ZI237,2020-03-24,2020-03-24,608,66
ZI237,2020-03-31,2020-03-31,608,334
ZI237,2020-04-07,2020-04-07,608,485
ZI237,2020-04-14,2020-04-14,608,383
ZI237,2020-04-21,2020-04-21,608,298
ZI237,2020-04-28,2020-04-28,608,3
ZI237,2020-05-05,2020-05-05,608,570
ZI237,2020-05-12,2020-05-12,608,270
ZI237,2020-05-19,2020-05-19,608,561
ZI237,2020-05-26,2020-05-26,608,148
ZI237,2020-06-02,2020-06-02,608,302
ZI237,2020-06-09,2020-06-09,608,272
ZI237,2020-06-16,2020-06-16,608,261
ZI237,2020-06-23,2020-06-23,608,133
ZI237,2020-06-30,2020-06-30,608,433
ZI237,2020-07-07,2020-07-07,608,143
ZI237,2020-07-14,2020-07-14,608,497
ZI237,2020-07-21,2020-07-21,608,378
ZI237,2020-07-28,2020-07-28,608,575
ZI237,2020-08-04,2020-08-04,608,98
ZI237,2020-08-11,2020-08-11,608,144
ZI237,2020-08-18,2020-08-18,608,598
ZI237,2020-08-25,2020-08-25,608,578
ZI237,2020-09-01,2020-09-01,608,362
ZI237,2020-09-08,2020-09-08,608,581
ZI237,2020-09-15,2020-09-15,608,405
ZI237,2020-09-22,2020-09-22,608,294
ZI237,2020-09-29,2020-09-29,608,532
ZI237,2020-10-06,2020-10-06,608,372
ZI237,2020-10-13,2020-10-13,608,539
ZI237,2020-10-20,2020-10-20,608,230
ZI237,2020-10-27,2020-10-27,608,176
ZI237,2020-11-03,2020-11-03,608,305
ZI237,2020-11-10,2020-11-10,608,48
ZI237,2020-11-17,2020-11-17,608,421
ZI237,2020-11-24,2020-11-24,608,594
I3238,2020-01-04,2020-01-04,536,326
I3238,2020-01-11,2020-01-11,536,16
I3238,2020-01-18,2020-01-18,536,126
I3238,2020-01-25,2020-01-25,536,165
I3238,2020-02-01,2020-02-01,536,493
I3238,2020-02-08,2020-02-08,536,200
I3238,2020-02-15,2020-02-15,536,459
I3238,2020-02-22,2020-02-22,536,260
I3238,2020-02-29,2020-02-29,536,73
I3238,2020-03-07,2020-03-07,536,227
I3238,2020-03-14,2020-03-14,536,367
I3238,2020-03-21,2020-03-21,536,404
I3238,2020-03-28,2020-03-28,536,435
I3238,2020-04-04,2020-04-04,536,116
I3238,2020-04-11,2020-04-11,536,248
I3238,2020-04-18,2020-04-18,536,170
I3238,2020-04-25,2020-04-25,536,94
I3238,2020-05-02,2020-05-02,536,443
I3238,2020-05-09,2020-05-09,536,248
I3238,2020-05-16,2020-05-16,536,506
I3238,2020-05-23,2020-05-23,536,278
I3238,2020-05-30,2020-05-30,536,445
I3238,2020-06-06,2020-06-06,536,7
I3238,2020-06-13,2020-06-13,536,30
I3238,2020-06-20,2020-06-20,536,513
I3238,2020-06-27,2020-06-27,536,234
I3238,2020-07-04,2020-07-04,536,490
I3238,2020-07-11,2020-07-11,536,98
I3238,2020-07-18,2020-07-18,536,296
I3238,2020-07-25,2020-07-25,536,218
I3238,2020-08-01,2020-08-01,536,325
I3238,2020-08-08,2020-08-08,536,351
I3238,2020-08-15,2020-08-15,536,75
I3238,2020-08-22,2020-08-22,536,144
I3238,2020-08-29,2020-08-29,536,391
I3238,2020-09-05,2020-09-05,536,449
I3238,2020-09-12,2020-09-12,536,423
I3238,2020-09-19,2020-09-19,536,89
I3238,2020-09-26,2020-09-26,536,334
I3238,2020-10-03,2020-10-03,536,482
I3238,2020-10-10,2020-10-10,536,126
I3238,2020-10-17,2020-10-17,536,120
I3238,2020-10-24,2020-10-24,536,244
I3238,2020-10-31,2020-10-31,536,272
I3238,2020-11-07,2020-11-07,536,464
I3238,2020-11-14,2020-11-14,536,403
I3238,2020-11-21,2020-11-21,536,449
CN239,2020-01-07,2020-01-07,216,142
CN239,2020-01-14,2020-01-14,216,119
CN239,2020-01-21,2020-01-21,216,150
CN239,2020-01-28,2020-01-28,216,173
CN239,2020-02-04,2020-02-04,216,110
CN239,2020-02-11,2020-02-11,216,124
CN239,2020-02-18,2020-02-18,216,125
CN239,2020-02-25,2020-02-25,216,40
CN239,2020-03-03,2020-03-03,216,137
CN239,2020-03-10,2020-03-10,216,25
CN239,2020-03-17,2020-03-17,216,13
CN239,2020-03-24,2020-03-24,216,93
CN239,2020-03-31,2020-03-31,216,93
CN239,2020-04-07,2020-04-07,216,210
CN239,2020-04-14,2020-04-14,216,77
CN239,2020-04-21,2020-04-21,216,77
CN239,2020-04-28,2020-04-28,216,131
CN239,2020-05-05,2020-05-05,216,89
CN239,2020-05-12,2020-05-12,216,80
CN239,2020-05-19,2020-05-19,216,107
CN239,2020-05-26,2020-05-26,216,130
CN239,2020-06-02,2020-06-02,216,146
CN239,2020-06-09,2020-06-09,216,135
CN239,2020-06-16,2020-06-16,216,19
CN239,2020-06-23,2020-06-23,216,192
CN239,2020-06-30,2020-06-30,216,146
CN239,2020-07-07,2020-07-07,216,101
CN239,2020-07-14,2020-07-14,216,28
CN239,2020-07-21,2020-07-21,216,43
CN239,2020-07-28,2020-07-28,216,192
CN239,2020-08-04,2020-08-04,216,124
CN239,2020-08-11,2020-08-11,216,95
CN239,2020-08-18,2020-08-18,216,174
CN239,2020-08-25,2020-08-25,216,164
CN239,2020-09-01,2020-09-01,216,178
CN239,2020-09-08,2020-09-08,216,45
CN239,2020-09-15,2020-09-15,216,174
CN239,2020-09-22,2020-09-22,216,192
CN239,2020-09-29,2020-09-29,216,148
CN239,2020-10-06,2020-10-06,216,216
CN239,2020-10-13,2020-10-13,216,66
CN239,2020-10-20,2020-10-20,216,49
CN239,2020-10-27,2020-10-27,216,107
CN239,2020-11-03,2020-11-03,216,169
CN239,2020-11-10,2020-11-10,216,157
CN239,2020-11-17,2020-11-17,216,152
CN239,2020-11-24,2020-11-24,216,26
DI240,2020-01-05,2020-01-05,931,23
DI240,2020-01-12,2020-01-12,931,243
DI240,2020-01-19,2020-01-19,931,323
DI240,2020-01-26,2020-01-26,931,256
DI240,2020-02-02,2020-02-02,931,925
DI240,2020-02-09,2020-02-09,931,602
DI240,2020-02-16,2020-02-16,931,922
DI240,2020-02-23,2020-02-23,931,269
DI240,2020-03-01,2020-03-01,931,89
DI240,2020-03-08,2020-03-08,931,481
DI240,2020-03-15,2020-03-15,931,771
DI240,2020-03-22,2020-03-22,931,194
DI240,2020-03-29,2020-03-29,931,886
DI240,2020-04-05,2020-04-05,931,449
DI240,2020-04-12,2020-04-12,931,556
DI240,2020-04-19,2020-04-19,931,605
DI240,2020-04-26,2020-04-26,931,464
DI240,2020-05-03,2020-05-03,931,725
DI240,2020-05-10,2020-05-10,931,552
DI240,2020-05-17,2020-05-17,931,217
DI240,2020-05-24,2020-05-24,931,526
DI240,2020-05-31,2020-05-31,931,890
DI240,2020-06-07,2020-06-07,931,384
DI240,2020-06-14,2020-06-14,931,783
DI240,2020-06-21,2020-06-21,931,535
DI240,2020-06-28,2020-06-28,931,71
DI240,2020-07-05,2020-07-05,931,153
DI240,2020-07-12,2020-07-12,931,309
DI240,2020-07-19,2020-07-19,931,236
DI240,2020-07-26,2020-07-26,931,851
DI240,2020-08-02,2020-08-02,931,453
