seatNo,seatStatus,flightNo,departureDate
2F,Available,ER399,2020-01-31
3A,Available,ER399,2020-01-31
3B,Sold,ER399,2020-01-31
3C,Sold,ER399,2020-01-31
3D,Available,ER399,2020-01-31
3E,Sold,ER399,2020-01-31
3F,Sold,ER399,2020-01-31
1A,Available,O8140,2020-06-10
1B,Sold,O8140,2020-06-10
1C,Sold,O8140,2020-06-10
1D,Available,O8140,2020-06-10
1E,Available,O8140,2020-06-10
1F,Available,O8140,2020-06-10
2A,Sold,O8140,2020-06-10
2B,Sold,O8140,2020-06-10
2C,Sold,O8140,2020-06-10
2D,Sold,O8140,2020-06-10
2E,Available,O8140,2020-06-10
2F,Sold,O8140,2020-06-10
3A,Available,O8140,2020-06-10
3B,Available,O8140,2020-06-10
3C,Available,O8140,2020-06-10
3D,Available,O8140,2020-06-10
3E,Available,O8140,2020-06-10
3F,Available,O8140,2020-06-10
1A,Available,EM608,2020-03-24
1B,Available,EM608,2020-03-24
1C,Sold,EM608,2020-03-24
1D,Available,EM608,2020-03-24
1E,Sold,EM608,2020-03-24
1F,Sold,EM608,2020-03-24
2A,Sold,EM608,2020-03-24
2B,Sold,EM608,2020-03-24
2C,Sold,EM608,2020-03-24
2D,Available,EM608,2020-03-24
2E,Sold,EM608,2020-03-24
2F,Available,EM608,2020-03-24
3A,Available,EM608,2020-03-24
3B,Available,EM608,2020-03-24
3C,Sold,EM608,2020-03-24
3D,Sold,EM608,2020-03-24
3E,Sold,EM608,2020-03-24
3F,Available,EM608,2020-03-24
1A,Sold,M1474,2020-01-03
1B,Available,M1474,2020-01-03
1C,Available,M1474,2020-01-03
1D,Sold,M1474,2020-01-03
1E,Available,M1474,2020-01-03
1F,Sold,M1474,2020-01-03
2A,Sold,M1474,2020-01-03
2B,Sold,M1474,2020-01-03
2C,Available,M1474,2020-01-03
2D,Sold,M1474,2020-01-03
2E,Available,M1474,2020-01-03
2F,Available,M1474,2020-01-03
3A,Sold,M1474,2020-01-03
3B,Available,M1474,2020-01-03
3C,Available,M1474,2020-01-03
3D,Sold,M1474,2020-01-03
3E,Available,M1474,2020-01-03
3F,Available,M1474,2020-01-03
1A,Sold,AG699,2020-09-24
1B,Sold,AG699,2020-09-24
1C,Available,AG699,2020-09-24
1D,Sold,AG699,2020-09-24
1E,Available,AG699,2020-09-24
1F,Available,AG699,2020-09-24
2A,Available,AG699,2020-09-24
2B,Sold,AG699,2020-09-24
2C,Sold,AG699,2020-09-24
2D,Sold,AG699,2020-09-24
2E,Available,AG699,2020-09-24
2F,Sold,AG699,2020-09-24
3A,Available,AG699,2020-09-24
3B,Sold,AG699,2020-09-24
3C,Available,AG699,2020-09-24
3D,Sold,AG699,2020-09-24
3E,Sold,AG699,2020-09-24
3F,Sold,AG699,2020-09-24
1A,Available,PC698,2020-04-21
1B,Available,PC698,2020-04-21
1C,Available,PC698,2020-04-21
1D,Available,PC698,2020-04-21
1E,Available,PC698,2020-04-21
1F,Available,PC698,2020-04-21
2A,Sold,PC698,2020-04-21
2B,Available,PC698,2020-04-21
2C,Sold,PC698,2020-04-21
2D,Available,PC698,2020-04-21
2E,Available,PC698,2020-04-21
2F,Sold,PC698,2020-04-21
3A,Available,PC698,2020-04-21
3B,Sold,PC698,2020-04-21
3C,Sold,PC698,2020-04-21
3D,Sold,PC698,2020-04-21
3E,Sold,PC698,2020-04-21
3F,Available,PC698,2020-04-21
1A,Sold,QV404,2020-02-09
1B,Available,QV404,2020-02-09
1C,Sold,QV404,2020-02-09
1D,Available,QV404,2020-02-09
1E,Available,QV404,2020-02-09
1F,Available,QV404,2020-02-09
2A,Sold,QV404,2020-02-09
2B,Available,QV404,2020-02-09
2C,Available,QV404,2020-02-09
2D,Sold,QV404,2020-02-09
2E,Available,QV404,2020-02-09
2F,Available,QV404,2020-02-09
3A,Sold,QV404,2020-02-09
3B,Sold,QV404,2020-02-09
3C,Available,QV404,2020-02-09
3D,Sold,QV404,2020-02-09
3E,Sold,QV404,2020-02-09
3F,Available,QV404,2020-02-09
1A,Available,AV528,2020-01-03
1B,Available,AV528,2020-01-03
1C,Sold,AV528,2020-01-03
1D,Sold,AV528,2020-01-03
1E,Sold,AV528,2020-01-03
1F,Available,AV528,2020-01-03
2A,Available,AV528,2020-01-03
2B,Sold,AV528,2020-01-03
2C,Sold,AV528,2020-01-03
2D,Available,AV528,2020-01-03
2E,Sold,AV528,2020-01-03
2F,Sold,AV528,2020-01-03
3A,Available,AV528,2020-01-03
3B,Available,AV528,2020-01-03
3C,Sold,AV528,2020-01-03
3D,Sold,AV528,2020-01-03
3E,Sold,AV528,2020-01-03
3F,Sold,AV528,2020-01-03
1A,Available,O8140,2020-05-20
1B,Available,O8140,2020-05-20
1C,Sold,O8140,2020-05-20
1D,Available,O8140,2020-05-20
1E,Sold,O8140,2020-05-20
1F,Sold,O8140,2020-05-20
2A,Sold,O8140,2020-05-20
2B,Available,O8140,2020-05-20
2C,Available,O8140,2020-05-20
2D,Available,O8140,2020-05-20
2E,Sold,O8140,2020-05-20
2F,Available,O8140,2020-05-20
3A,Available,O8140,2020-05-20
3B,Available,O8140,2020-05-20
3C,Available,O8140,2020-05-20
3D,Sold,O8140,2020-05-20
3E,Sold,O8140,2020-05-20
3F,Available,O8140,2020-05-20
1A,Sold,GV8,2020-02-18
1B,Sold,GV8,2020-02-18
1C,Sold,GV8,2020-02-18
1D,Available,GV8,2020-02-18
1E,Available,GV8,2020-02-18
1F,Sold,GV8,2020-02-18
2A,Sold,GV8,2020-02-18
2B,Sold,GV8,2020-02-18
2C,Available,GV8,2020-02-18
2D,Sold,GV8,2020-02-18
2E,Available,GV8,2020-02-18
2F,Sold,GV8,2020-02-18
3A,Available,GV8,2020-02-18
3B,Available,GV8,2020-02-18
3C,Sold,GV8,2020-02-18
3D,Sold,GV8,2020-02-18
3E,Available,GV8,2020-02-18
3F,Sold,GV8,2020-02-18
1A,Available,RL283,2020-11-24
1B,Sold,RL283,2020-11-24
1C,Available,RL283,2020-11-24
1D,Sold,RL283,2020-11-24
1E,Available,RL283,2020-11-24
1F,Sold,RL283,2020-11-24
2A,Sold,RL283,2020-11-24
2B,Sold,RL283,2020-11-24
2C,Sold,RL283,2020-11-24
2D,Available,RL283,2020-11-24
2E,Sold,RL283,2020-11-24
2F,Available,RL283,2020-11-24
3A,Sold,RL283,2020-11-24
3B,Available,RL283,2020-11-24
3C,Sold,RL283,2020-11-24
3D,Sold,RL283,2020-11-24
3E,Sold,RL283,2020-11-24
3F,Sold,RL283,2020-11-24
1A,Sold,ZI237,2020-02-04
1B,Sold,ZI237,2020-02-04
1C,Available,ZI237,2020-02-04
1D,Sold,ZI237,2020-02-04
1E,Sold,ZI237,2020-02-04
1F,Available,ZI237,2020-02-04
2A,Sold,ZI237,2020-02-04
2B,Sold,ZI237,2020-02-04
2C,Available,ZI237,2020-02-04
2D,Sold,ZI237,2020-02-04
2E,Available,ZI237,2020-02-04
2F,Sold,ZI237,2020-02-04
3A,Sold,ZI237,2020-02-04
3B,Sold,ZI237,2020-02-04
3C,Available,ZI237,2020-02-04
3D,Available,ZI237,2020-02-04
3E,Available,ZI237,2020-02-04
3F,Available,ZI237,2020-02-04
1A,Sold,MW939,2020-02-02
1B,Available,MW939,2020-02-02
1C,Sold,MW939,2020-02-02
1D,Sold,MW939,2020-02-02
1E,Sold,MW939,2020-02-02
1F,Available,MW939,2020-02-02
2A,Sold,MW939,2020-02-02
2B,Sold,MW939,2020-02-02
2C,Sold,MW939,2020-02-02
2D,Sold,MW939,2020-02-02
2E,Available,MW939,2020-02-02
2F,Available,MW939,2020-02-02
3A,Sold,MW939,2020-02-02
3B,Sold,MW939,2020-02-02
3C,Available,MW939,2020-02-02
3D,Available,MW939,2020-02-02
3E,Sold,MW939,2020-02-02
3F,Available,MW939,2020-02-02
1A,Sold,EA493,2020-08-20
1B,Sold,EA493,2020-08-20
1C,Sold,EA493,2020-08-20
1D,Available,EA493,2020-08-20
1E,Available,EA493,2020-08-20
1F,Sold,EA493,2020-08-20
2A,Available,EA493,2020-08-20
2B,Available,EA493,2020-08-20
2C,Available,EA493,2020-08-20
2D,Sold,EA493,2020-08-20
2E,Sold,EA493,2020-08-20
2F,Sold,EA493,2020-08-20
3A,Available,EA493,2020-08-20
3B,Sold,EA493,2020-08-20
3C,Available,EA493,2020-08-20
3D,Sold,EA493,2020-08-20
3E,Available,EA493,2020-08-20
3F,Available,EA493,2020-08-20
1A,Sold,Y5356,2020-06-10
1B,Available,Y5356,2020-06-10
1C,Sold,Y5356,2020-06-10
1D,Sold,Y5356,2020-06-10
1E,Available,Y5356,2020-06-10
1F,Available,Y5356,2020-06-10
2A,Sold,Y5356,2020-06-10
2B,Sold,Y5356,2020-06-10
2C,Sold,Y5356,2020-06-10
2D,Available,Y5356,2020-06-10
2E,Available,Y5356,2020-06-10
2F,Available,Y5356,2020-06-10
3A,Sold,Y5356,2020-06-10
3B,Sold,Y5356,2020-06-10
3C,Sold,Y5356,2020-06-10
3D,Available,Y5356,2020-06-10
3E,Sold,Y5356,2020-06-10
3F,Sold,Y5356,2020-06-10
1A,Sold,NW476,2020-10-12
1B,Sold,NW476,2020-10-12
1C,Available,NW476,2020-10-12
1D,Sold,NW476,2020-10-12
1E,Available,NW476,2020-10-12
1F,Sold,NW476,2020-10-12
2A,Available,NW476,2020-10-12
2B,Sold,NW476,2020-10-12
2C,Available,NW476,2020-10-12
2D,Available,NW476,2020-10-12
2E,Sold,NW476,2020-10-12
2F,Available,NW476,2020-10-12
3A,Sold,NW476,2020-10-12
3B,Available,NW476,2020-10-12
3C,Sold,NW476,2020-10-12
3D,Sold,NW476,2020-10-12
3E,Sold,NW476,2020-10-12
3F,Available,NW476,2020-10-12
1A,Sold,5Y486,2020-04-19
1B,Sold,5Y486,2020-04-19
1C,Available,5Y486,2020-04-19
1D,Available,5Y486,2020-04-19
1E,Available,5Y486,2020-04-19
1F,Sold,5Y486,2020-04-19
2A,Sold,5Y486,2020-04-19
2B,Sold,5Y486,2020-04-19
2C,Sold,5Y486,2020-04-19
2D,Sold,5Y486,2020-04-19
2E,Available,5Y486,2020-04-19
2F,Available,5Y486,2020-04-19
3A,Sold,5Y486,2020-04-19
3B,Sold,5Y486,2020-04-19
3C,Available,5Y486,2020-04-19
3D,Sold,5Y486,2020-04-19
3E,Sold,5Y486,2020-04-19
3F,Available,5Y486,2020-04-19
1A,Sold,2D535,2020-06-11
1B,Available,2D535,2020-06-11
1C,Available,2D535,2020-06-11
1D,Sold,2D535,2020-06-11
1E,Sold,2D535,2020-06-11
1F,Sold,2D535,2020-06-11
2A,Available,2D535,2020-06-11
2B,Available,2D535,2020-06-11
2C,Available,2D535,2020-06-11
2D,Sold,2D535,2020-06-11
2E,Available,2D535,2020-06-11
2F,Available,2D535,2020-06-11
3A,Available,2D535,2020-06-11
3B,Available,2D535,2020-06-11
3C,Available,2D535,2020-06-11
3D,Available,2D535,2020-06-11
3E,Sold,2D535,2020-06-11
3F,Available,2D535,2020-06-11
1A,Sold,KE878,2020-08-09
1B,Available,KE878,2020-08-09
1C,Sold,KE878,2020-08-09
1D,Available,KE878,2020-08-09
1E,Sold,KE878,2020-08-09
1F,Available,KE878,2020-08-09
2A,Sold,KE878,2020-08-09
2B,Sold,KE878,2020-08-09
2C,Available,KE878,2020-08-09
2D,Sold,KE878,2020-08-09
2E,Available,KE878,2020-08-09
2F,Sold,KE878,2020-08-09
3A,Available,KE878,2020-08-09
3B,Sold,KE878,2020-08-09
3C,Available,KE878,2020-08-09
3D,Available,KE878,2020-08-09
3E,Sold,KE878,2020-08-09
3F,Available,KE878,2020-08-09
1A,Available,JX392,2020-02-16
1B,Available,JX392,2020-02-16
1C,Sold,JX392,2020-02-16
1D,Available,JX392,2020-02-16
1E,Sold,JX392,2020-02-16
1F,Available,JX392,2020-02-16
2A,Available,JX392,2020-02-16
2B,Available,JX392,2020-02-16
2C,Sold,JX392,2020-02-16
2D,Sold,JX392,2020-02-16
2E,Available,JX392,2020-02-16
2F,Available,JX392,2020-02-16
3A,Sold,JX392,2020-02-16
3B,Available,JX392,2020-02-16
3C,Sold,JX392,2020-02-16
3D,Sold,JX392,2020-02-16
3E,Available,JX392,2020-02-16
3F,Sold,JX392,2020-02-16
1A,Sold,G7912,2020-01-14
1B,Sold,G7912,2020-01-14
1C,Available,G7912,2020-01-14
1D,Available,G7912,2020-01-14
1E,Available,G7912,2020-01-14
1F,Sold,G7912,2020-01-14
2A,Sold,G7912,2020-01-14
2B,Sold,G7912,2020-01-14
2C,Available,G7912,2020-01-14
2D,Sold,G7912,2020-01-14
2E,Available,G7912,2020-01-14
2F,Sold,G7912,2020-01-14
3A,Available,G7912,2020-01-14
3B,Sold,G7912,2020-01-14
3C,Sold,G7912,2020-01-14
3D,Sold,G7912,2020-01-14
3E,Sold,G7912,2020-01-14
3F,Available,G7912,2020-01-14
1A,Sold,FF735,2020-02-19
1B,Available,FF735,2020-02-19
1C,Available,FF735,2020-02-19
1D,Available,FF735,2020-02-19
1E,Sold,FF735,2020-02-19
1F,Available,FF735,2020-02-19
2A,Available,FF735,2020-02-19
2B,Available,FF735,2020-02-19
2C,Available,FF735,2020-02-19
2D,Available,FF735,2020-02-19
2E,Available,FF735,2020-02-19
2F,Available,FF735,2020-02-19
3A,Available,FF735,2020-02-19
3B,Available,FF735,2020-02-19
3C,Sold,FF735,2020-02-19
3D,Sold,FF735,2020-02-19
3E,Sold,FF735,2020-02-19
3F,Available,FF735,2020-02-19
1A,Available,U3245,2020-09-18
1B,Sold,U3245,2020-09-18
1C,Available,U3245,2020-09-18
1D,Sold,U3245,2020-09-18
1E,Sold,U3245,2020-09-18
1F,Sold,U3245,2020-09-18
2A,Sold,U3245,2020-09-18
2B,Available,U3245,2020-09-18
2C,Available,U3245,2020-09-18
2D,Sold,U3245,2020-09-18
2E,Available,U3245,2020-09-18
2F,Sold,U3245,2020-09-18
3A,Available,U3245,2020-09-18
3B,Sold,U3245,2020-09-18
3C,Sold,U3245,2020-09-18
3D,Sold,U3245,2020-09-18
3E,Sold,U3245,2020-09-18
3F,Available,U3245,2020-09-18
1A,Sold,XX170,2020-07-09
1B,Sold,XX170,2020-07-09
1C,Available,XX170,2020-07-09
1D,Sold,XX170,2020-07-09
1E,Available,XX170,2020-07-09
1F,Available,XX170,2020-07-09
2A,Available,XX170,2020-07-09
2B,Available,XX170,2020-07-09
2C,Sold,XX170,2020-07-09
2D,Sold,XX170,2020-07-09
2E,Available,XX170,2020-07-09
2F,Available,XX170,2020-07-09
3A,Sold,XX170,2020-07-09
3B,Sold,XX170,2020-07-09
3C,Sold,XX170,2020-07-09
3D,Sold,XX170,2020-07-09
3E,Available,XX170,2020-07-09
3F,Available,XX170,2020-07-09
1A,Sold,JQ250,2020-05-21
1B,Available,JQ250,2020-05-21
1C,Sold,JQ250,2020-05-21
1D,Available,JQ250,2020-05-21
1E,Sold,JQ250,2020-05-21
1F,Sold,JQ250,2020-05-21
2A,Available,JQ250,2020-05-21
2B,Available,JQ250,2020-05-21
2C,Sold,JQ250,2020-05-21
2D,Sold,JQ250,2020-05-21
2E,Sold,JQ250,2020-05-21
2F,Available,JQ250,2020-05-21
3A,Available,JQ250,2020-05-21
3B,Available,JQ250,2020-05-21
3C,Available,JQ250,2020-05-21
3D,Available,JQ250,2020-05-21
3E,Available,JQ250,2020-05-21
3F,Available,JQ250,2020-05-21
1A,Sold,LU118,2020-11-23
1B,Available,LU118,2020-11-23
1C,Sold,LU118,2020-11-23
1D,Sold,LU118,2020-11-23
1E,Sold,LU118,2020-11-23
1F,Available,LU118,2020-11-23
2A,Sold,LU118,2020-11-23
2B,Sold,LU118,2020-11-23
2C,Available,LU118,2020-11-23
2D,Available,LU118,2020-11-23
2E,Sold,LU118,2020-11-23
2F,Available,LU118,2020-11-23
3A,Sold,LU118,2020-11-23
3B,Available,LU118,2020-11-23
3C,Sold,LU118,2020-11-23
3D,Sold,LU118,2020-11-23
3E,Available,LU118,2020-11-23
3F,Sold,LU118,2020-11-23
1A,Available,J8732,2020-04-04
1B,Available,J8732,2020-04-04
1C,Sold,J8732,2020-04-04
1D,Sold,J8732,2020-04-04
1E,Available,J8732,2020-04-04
1F,Available,J8732,2020-04-04
2A,Available,J8732,2020-04-04
2B,Sold,J8732,2020-04-04
2C,Available,J8732,2020-04-04
2D,Available,J8732,2020-04-04
2E,Sold,J8732,2020-04-04
2F,Sold,J8732,2020-04-04
3A,Sold,J8732,2020-04-04
3B,Available,J8732,2020-04-04
3C,Sold,J8732,2020-04-04
3D,Sold,J8732,2020-04-04
3E,Available,J8732,2020-04-04
3F,Sold,J8732,2020-04-04
1A,Available,M5437,2020-09-23
1B,Available,M5437,2020-09-23
1C,Available,M5437,2020-09-23
1D,Available,M5437,2020-09-23
1E,Available,M5437,2020-09-23
1F,Sold,M5437,2020-09-23
2A,Sold,M5437,2020-09-23
2B,Available,M5437,2020-09-23
2C,Available,M5437,2020-09-23
2D,Sold,M5437,2020-09-23
2E,Sold,M5437,2020-09-23
2F,Sold,M5437,2020-09-23
3A,Available,M5437,2020-09-23
3B,Available,M5437,2020-09-23
3C,Sold,M5437,2020-09-23
3D,Available,M5437,2020-09-23
3E,Available,M5437,2020-09-23
3F,Available,M5437,2020-09-23
1A,Sold,1T256,2020-04-22
1B,Available,1T256,2020-04-22
1C,Available,1T256,2020-04-22
1D,Sold,1T256,2020-04-22
1E,Available,1T256,2020-04-22
1F,Available,1T256,2020-04-22
2A,Available,1T256,2020-04-22
2B,Sold,1T256,2020-04-22
2C,Available,1T256,2020-04-22
2D,Sold,1T256,2020-04-22
2E,Available,1T256,2020-04-22
2F,Sold,1T256,2020-04-22
3A,Sold,1T256,2020-04-22
3B,Sold,1T256,2020-04-22
3C,Available,1T256,2020-04-22
3D,Sold,1T256,2020-04-22
3E,Sold,1T256,2020-04-22
3F,Sold,1T256,2020-04-22
1A,Sold,PN558,2020-04-08
1B,Sold,PN558,2020-04-08
1C,Sold,PN558,2020-04-08
1D,Sold,PN558,2020-04-08
1E,Sold,PN558,2020-04-08
1F,Sold,PN558,2020-04-08
2A,Sold,PN558,2020-04-08
2B,Available,PN558,2020-04-08
2C,Sold,PN558,2020-04-08
2D,Sold,PN558,2020-04-08
2E,Available,PN558,2020-04-08
2F,Available,PN558,2020-04-08
3A,Available,PN558,2020-04-08
3B,Available,PN558,2020-04-08
3C,Available,PN558,2020-04-08
3D,Available,PN558,2020-04-08
3E,Sold,PN558,2020-04-08
3F,Sold,PN558,2020-04-08
1A,Sold,MS50,2020-04-10
1B,Sold,MS50,2020-04-10
1C,Available,MS50,2020-04-10
1D,Sold,MS50,2020-04-10
1E,Available,MS50,2020-04-10
1F,Available,MS50,2020-04-10
2A,Available,MS50,2020-04-10
2B,Available,MS50,2020-04-10
2C,Sold,MS50,2020-04-10
2D,Sold,MS50,2020-04-10
2E,Sold,MS50,2020-04-10
2F,Available,MS50,2020-04-10
3A,Available,MS50,2020-04-10
3B,Available,MS50,2020-04-10
3C,Available,MS50,2020-04-10
3D,Sold,MS50,2020-04-10
3E,Available,MS50,2020-04-10
3F,Sold,MS50,2020-04-10
1A,Sold,C1846,2020-08-28
1B,Available,C1846,2020-08-28
1C,Sold,C1846,2020-08-28
1D,Sold,C1846,2020-08-28
1E,Available,C1846,2020-08-28
1F,Sold,C1846,2020-08-28
2A,Available,C1846,2020-08-28
2B,Available,C1846,2020-08-28
2C,Sold,C1846,2020-08-28
2D,Available,C1846,2020-08-28
2E,Sold,C1846,2020-08-28
2F,Sold,C1846,2020-08-28
3A,Available,C1846,2020-08-28
3B,Sold,C1846,2020-08-28
3C,Available,C1846,2020-08-28
3D,Available,C1846,2020-08-28
3E,Available,C1846,2020-08-28
3F,Sold,C1846,2020-08-28
1A,Available,B8209,2020-11-06
1B,Available,B8209,2020-11-06
1C,Available,B8209,2020-11-06
1D,Available,B8209,2020-11-06
1E,Sold,B8209,2020-11-06
1F,Available,B8209,2020-11-06
2A,Sold,B8209,2020-11-06
2B,Available,B8209,2020-11-06
2C,Sold,B8209,2020-11-06
2D,Available,B8209,2020-11-06
2E,Available,B8209,2020-11-06
2F,Available,B8209,2020-11-06
3A,Sold,B8209,2020-11-06
3B,Available,B8209,2020-11-06
3C,Available,B8209,2020-11-06
3D,Sold,B8209,2020-11-06
3E,Available,B8209,2020-11-06
3F,Sold,B8209,2020-11-06
1A,Sold,PZ177,2020-03-10
1B,Available,PZ177,2020-03-10
1C,Sold,PZ177,2020-03-10
1D,Sold,PZ177,2020-03-10
1E,Available,PZ177,2020-03-10
1F,Sold,PZ177,2020-03-10
2A,Available,PZ177,2020-03-10
2B,Available,PZ177,2020-03-10
2C,Available,PZ177,2020-03-10
2D,Sold,PZ177,2020-03-10
2E,Sold,PZ177,2020-03-10
2F,Sold,PZ177,2020-03-10
3A,Sold,PZ177,2020-03-10
3B,Sold,PZ177,2020-03-10
3C,Available,PZ177,2020-03-10
3D,Sold,PZ177,2020-03-10
3E,Sold,PZ177,2020-03-10
3F,Sold,PZ177,2020-03-10
1A,Available,S8203,2020-01-27
1B,Available,S8203,2020-01-27
1C,Available,S8203,2020-01-27
1D,Sold,S8203,2020-01-27
1E,Sold,S8203,2020-01-27
1F,Sold,S8203,2020-01-27
2A,Available,S8203,2020-01-27
2B,Available,S8203,2020-01-27
2C,Available,S8203,2020-01-27
2D,Sold,S8203,2020-01-27
2E,Sold,S8203,2020-01-27
2F,Sold,S8203,2020-01-27
3A,Sold,S8203,2020-01-27
3B,Available,S8203,2020-01-27
3C,Available,S8203,2020-01-27
3D,Sold,S8203,2020-01-27
3E,Available,S8203,2020-01-27
3F,Sold,S8203,2020-01-27
1A,Available,4Z634,2020-06-22
1B,Available,4Z634,2020-06-22
1C,Sold,4Z634,2020-06-22
1D,Available,4Z634,2020-06-22
1E,Sold,4Z634,2020-06-22
1F,Available,4Z634,2020-06-22
2A,Sold,4Z634,2020-06-22
2B,Available,4Z634,2020-06-22
2C,Sold,4Z634,2020-06-22
2D,Available,4Z634,2020-06-22
2E,Available,4Z634,2020-06-22
2F,Sold,4Z634,2020-06-22
3A,Available,4Z634,2020-06-22
3B,Sold,4Z634,2020-06-22
3C,Available,4Z634,2020-06-22
3D,Sold,4Z634,2020-06-22
3E,Available,4Z634,2020-06-22
3F,Sold,4Z634,2020-06-22
1A,Available,ZH934,2020-08-19
1B,Sold,ZH934,2020-08-19
1C,Available,ZH934,2020-08-19
1D,Available,ZH934,2020-08-19
1E,Available,ZH934,2020-08-19
1F,Sold,ZH934,2020-08-19
2A,Available,ZH934,2020-08-19
2B,Available,ZH934,2020-08-19
2C,Available,ZH934,2020-08-19
2D,Available,ZH934,2020-08-19
2E,Sold,ZH934,2020-08-19
2F,Available,ZH934,2020-08-19
3A,Available,ZH934,2020-08-19
3B,Available,ZH934,2020-08-19
3C,Sold,ZH934,2020-08-19
3D,Available,ZH934,2020-08-19
3E,Sold,ZH934,2020-08-19
3F,Available,ZH934,2020-08-19
1A,Sold,TC719,2020-11-07
1B,Available,TC719,2020-11-07
1C,Available,TC719,2020-11-07
1D,Available,TC719,2020-11-07
1E,Available,TC719,2020-11-07
1F,Available,TC719,2020-11-07
2A,Available,TC719,2020-11-07
2B,Available,TC719,2020-11-07
2C,Available,TC719,2020-11-07
2D,Available,TC719,2020-11-07
2E,Available,TC719,2020-11-07
2F,Sold,TC719,2020-11-07
3A,Sold,TC719,2020-11-07
3B,Sold,TC719,2020-11-07
3C,Sold,TC719,2020-11-07
3D,Sold,TC719,2020-11-07
3E,Available,TC719,2020-11-07
3F,Available,TC719,2020-11-07
1A,Sold,T0192,2020-07-10
1B,Available,T0192,2020-07-10
1C,Sold,T0192,2020-07-10
1D,Sold,T0192,2020-07-10
1E,Available,T0192,2020-07-10
1F,Available,T0192,2020-07-10
2A,Sold,T0192,2020-07-10
2B,Available,T0192,2020-07-10
2C,Available,T0192,2020-07-10
2D,Sold,T0192,2020-07-10
2E,Available,T0192,2020-07-10
2F,Sold,T0192,2020-07-10
3A,Available,T0192,2020-07-10
3B,Available,T0192,2020-07-10
3C,Available,T0192,2020-07-10
3D,Available,T0192,2020-07-10
3E,Sold,T0192,2020-07-10
3F,Sold,T0192,2020-07-10
1A,Sold,9X585,2020-09-01
1B,Available,9X585,2020-09-01
1C,Sold,9X585,2020-09-01
1D,Available,9X585,2020-09-01
1E,Available,9X585,2020-09-01
1F,Sold,9X585,2020-09-01
2A,Available,9X585,2020-09-01
2B,Sold,9X585,2020-09-01
2C,Available,9X585,2020-09-01
2D,Sold,9X585,2020-09-01
2E,Available,9X585,2020-09-01
2F,Available,9X585,2020-09-01
3A,Sold,9X585,2020-09-01
3B,Available,9X585,2020-09-01
3C,Available,9X585,2020-09-01
3D,Available,9X585,2020-09-01
3E,Sold,9X585,2020-09-01
3F,Sold,9X585,2020-09-01
1A,Sold,XT845,2020-10-02
1B,Available,XT845,2020-10-02
1C,Available,XT845,2020-10-02
1D,Available,XT845,2020-10-02
1E,Sold,XT845,2020-10-02
1F,Available,XT845,2020-10-02
2A,Sold,XT845,2020-10-02
2B,Available,XT845,2020-10-02
2C,Available,XT845,2020-10-02
2D,Sold,XT845,2020-10-02
2E,Sold,XT845,2020-10-02
2F,Sold,XT845,2020-10-02
3A,Sold,XT845,2020-10-02
3B,Sold,XT845,2020-10-02
3C,Available,XT845,2020-10-02
3D,Available,XT845,2020-10-02
3E,Sold,XT845,2020-10-02
3F,Available,XT845,2020-10-02
1A,Sold,AZ215,2020-05-08
1B,Sold,AZ215,2020-05-08
1C,Available,AZ215,2020-05-08
1D,Sold,AZ215,2020-05-08
1E,Sold,AZ215,2020-05-08
1F,Available,AZ215,2020-05-08
2A,Available,AZ215,2020-05-08
2B,Sold,AZ215,2020-05-08
2C,Sold,AZ215,2020-05-08
2D,Available,AZ215,2020-05-08
2E,Sold,AZ215,2020-05-08
2F,Available,AZ215,2020-05-08
3A,Available,AZ215,2020-05-08
3B,Available,AZ215,2020-05-08
3C,Available,AZ215,2020-05-08
3D,Sold,AZ215,2020-05-08
3E,Sold,AZ215,2020-05-08
3F,Sold,AZ215,2020-05-08
1A,Available,C4523,2020-05-12
1B,Available,C4523,2020-05-12
1C,Available,C4523,2020-05-12
1D,Available,C4523,2020-05-12
1E,Available,C4523,2020-05-12
1F,Sold,C4523,2020-05-12
2A,Sold,C4523,2020-05-12
2B,Available,C4523,2020-05-12
2C,Available,C4523,2020-05-12
2D,Sold,C4523,2020-05-12
2E,Sold,C4523,2020-05-12
2F,Sold,C4523,2020-05-12
3A,Sold,C4523,2020-05-12
3B,Sold,C4523,2020-05-12
3C,Available,C4523,2020-05-12
3D,Sold,C4523,2020-05-12
3E,Sold,C4523,2020-05-12
3F,Sold,C4523,2020-05-12
1A,Sold,2U133,2020-01-19
1B,Available,2U133,2020-01-19
1C,Sold,2U133,2020-01-19
1D,Available,2U133,2020-01-19
1E,Available,2U133,2020-01-19
1F,Available,2U133,2020-01-19
2A,Available,2U133,2020-01-19
2B,Sold,2U133,2020-01-19
2C,Available,2U133,2020-01-19
2D,Available,2U133,2020-01-19
2E,Available,2U133,2020-01-19
2F,Available,2U133,2020-01-19
3A,Sold,2U133,2020-01-19
3B,Sold,2U133,2020-01-19
3C,Sold,2U133,2020-01-19
3D,Sold,2U133,2020-01-19
3E,Sold,2U133,2020-01-19
3F,Available,2U133,2020-01-19
1A,Available,8D483,2020-08-12
1B,Sold,8D483,2020-08-12
1C,Available,8D483,2020-08-12
1D,Available,8D483,2020-08-12
1E,Sold,8D483,2020-08-12
1F,Sold,8D483,2020-08-12
2A,Sold,8D483,2020-08-12
2B,Sold,8D483,2020-08-12
2C,Sold,8D483,2020-08-12
